name,pokedex_number,type,weakness,height,weight,ability,genders,hp,attack,defense,special_attack,special_defense,speed
Falinks,#0870,Fighting,"['Psychic', 'Flying', 'Fairy']","9' 10""",136.7 lbs,Battle Armor,Unknown,4,6,6,5,4,5
Roserade,#0407,"['Grass', 'Poison']","['Fire', 'Psychic', 'Flying', 'Ice']","2' 11""",32.0 lbs,"['Poison Point', 'Natural Cure']","['male', 'female']",4,5,4,8,7,6
Raikou,#0243,Electric,Ground,"6' 03""",392.4 lbs,Pressure,Unknown,6,5,5,7,6,7
Inteleon,#0818,Water,"['Grass', 'Electric']","6' 03""",99.6 lbs,Torrent,"['male', 'female']",5,5,4,4,8,8
Porygon2,#0233,Normal,Fighting,"2' 00""",71.7 lbs,"['Trace', 'Download']",Unknown,5,5,6,7,6,4
Machop,#0066,Fighting,"['Psychic', 'Flying', 'Fairy']","2' 07""",43.0 lbs,"['Guts', 'No Guard']","['male', 'female']",5,5,3,3,3,3
Chandelure,#0609,"['Ghost', 'Fire']","['Ghost', 'Dark', 'Ground', 'Water', 'Rock']","3' 03""",75.6 lbs,"['Flash Fire', 'Flame Body']","['male', 'female']",4,4,6,9,6,5
Doduo,#0084,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","4' 07""",86.4 lbs,"['Run Away', 'Early Bird']","['male', 'female']",3,5,3,3,3,5
Mudkip,#0258,Water,"['Grass', 'Electric']","1' 04""",16.8 lbs,Torrent,"['male', 'female']",3,5,3,3,3,3
Nincada,#0290,"['Bug', 'Ground']","['Fire', 'Water', 'Flying', 'Ice']","1' 08""",12.1 lbs,Compound Eyes,"['male', 'female']",2,3,6,2,2,3
Meowscarada,#0908,"['Grass', 'Dark']","['Ice', 'Fire', 'Flying', 'Poison', 'Fighting', 'Fairy', 'Bug']","4' 11""",68.8 lbs,Overgrow,"['male', 'female']",5,7,5,5,5,8
Croconaw,#0159,Water,"['Grass', 'Electric']","3' 07""",55.1 lbs,Torrent,"['male', 'female']",4,5,5,4,4,4
Fuecoco,#0909,Fire,"['Water', 'Ground', 'Rock']","1' 04""",21.6 lbs,Blaze,"['male', 'female']",4,3,4,4,3,3
Samurott,#0503,Water,"['Grass', 'Electric']","4' 11""",208.6 lbs,Torrent,"['male', 'female']",6,6,5,7,5,5
Basculin,#0550,Water,"['Grass', 'Electric']","3' 03""",39.7 lbs,"['Reckless', 'Adaptability']","['male', 'female']",5,6,4,5,4,6
Emolga,#0587,"['Electric', 'Flying']","['Ice', 'Rock']","1' 04""",11.0 lbs,Static,"['male', 'female']",4,5,4,5,4,7
Pawmi,#0921,Electric,Ground,"1' 00""",5.5 lbs,"['Static', 'Natural Cure']","['male', 'female']",3,3,2,3,2,4
Sealeo,#0364,"['Ice', 'Water']","['Grass', 'Electric', 'Fighting', 'Rock']","3' 07""",193.1 lbs,"['Thick Fat', 'Ice Body']","['male', 'female']",6,4,5,5,5,3
Grimmsnarl,#0861,"['Dark', 'Fairy']","['Steel', 'Fairy', 'Poison']","4' 11""",134.5 lbs,"['Frisk', 'Prankster']",male,6,8,4,6,5,4
Simipour,#0516,Water,"['Grass', 'Electric']","3' 03""",63.9 lbs,Gluttony,"['male', 'female']",5,6,4,6,4,6
Dachsbun,#0927,Fairy,"['Steel', 'Poison']","1' 08""",32.8 lbs,Well-Baked Body,"['male', 'female']",4,5,7,3,5,6
Breloom,#0286,"['Grass', 'Fighting']","['Fire', 'Psychic', 'Flying', 'Ice', 'Poison', 'Fairy']","3' 11""",86.4 lbs,"['Effect Spore', 'Poison Heal']","['male', 'female']",4,8,5,4,4,5
Dragonite,#0149,"['Dragon', 'Flying']","['Fairy', 'Dragon', 'Ice', 'Rock']","7' 03""",463.0 lbs,Inner Focus,"['male', 'female']",6,8,6,6,6,5
Shuckle,#0213,"['Bug', 'Rock']","['Steel', 'Water', 'Rock']","2' 00""",45.2 lbs,"['Sturdy', 'Gluttony']","['male', 'female']",2,1,"['1', '4']",1,"['1', '4']",1
Joltik,#0595,"['Bug', 'Electric']","['Fire', 'Rock']","0' 04""",1.3 lbs,"['Compound Eyes', 'Unnerve']","['male', 'female']",3,3,3,4,3,4
Jumpluff,#0189,"['Grass', 'Flying']","['Fire', 'Flying', 'Ice', 'Poison', 'Rock']","2' 07""",6.6 lbs,"['Chlorophyll', 'Leaf Guard']","['male', 'female']",5,4,5,4,6,7
Tropius,#0357,"['Grass', 'Flying']","['Fire', 'Flying', 'Ice', 'Poison', 'Rock']","6' 07""",220.5 lbs,"['Chlorophyll', 'Solar Power']","['male', 'female']",6,4,5,5,6,3
Tyrunt,#0696,"['Rock', 'Dragon']","['Steel', 'Fighting', 'Dragon', 'Ice', 'Fairy', 'Ground']","2' 07""",57.3 lbs,Strong Jaw,"['male', 'female']",4,6,5,3,3,3
Noctowl,#0164,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","5' 03""",89.9 lbs,"['Keen Eye', 'Insomnia']","['male', 'female']",6,3,3,6,6,5
Lechonk,#0915,Normal,Fighting,"1' 08""",22.5 lbs,"['Gluttony', 'Aroma Veil']","['male', 'female']",4,3,3,3,3,3
Rillaboom,#0812,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","6' 11""",198.4 lbs,Overgrow,"['male', 'female']",6,8,6,5,5,4
Magmortar,#0467,Fire,"['Water', 'Ground', 'Rock']","5' 03""",149.9 lbs,Flame Body,"['male', 'female']",5,6,4,8,6,5
Tapu Lele,#0786,"['Psychic', 'Fairy']","['Ghost', 'Steel', 'Poison']","3' 11""",41.0 lbs,Psychic Surge,Unknown,5,5,5,8,7,6
Graveler,#0075,"['Rock', 'Ground']","['Steel', 'Fighting', 'Water', 'Ice', 'Grass', 'Ground']","3' 03""",231.5 lbs,"['Rock Head', 'Sturdy']","['male', 'female']",4,6,7,3,3,3
Abomasnow,#0460,"['Grass', 'Ice']","['Steel', 'Fire', 'Flying', 'Poison', 'Fighting', 'Rock', 'Bug']","7' 03""",298.7 lbs,Snow Warning,"['male', 'female']",6,6,5,6,5,4
Inkay,#0686,"['Dark', 'Psychic']","['Fairy', 'Bug']","1' 04""",7.7 lbs,"['Suction Cups', 'Contrary']","['male', 'female']",4,4,4,3,3,3
Heatmor,#0631,Fire,"['Water', 'Ground', 'Rock']","4' 07""",127.9 lbs,"['Flash Fire', 'Gluttony']","['male', 'female']",5,6,4,7,4,4
Yanmega,#0469,"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","6' 03""",113.5 lbs,"['Tinted Lens', 'Speed Boost']","['male', 'female']",6,5,6,7,4,6
Horsea,#0116,Water,"['Grass', 'Electric']","1' 04""",17.6 lbs,"['Swift Swim', 'Sniper']","['male', 'female']",2,3,5,5,2,4
Nidoking,#0034,"['Poison', 'Ground']","['Water', 'Psychic', 'Ice', 'Ground']","4' 07""",136.7 lbs,"['Poison Point', 'Rivalry']",male,5,6,5,5,5,5
Beldum,#0374,"['Steel', 'Psychic']","['Ghost', 'Fire', 'Dark', 'Ground']","2' 00""",209.9 lbs,Clear Body,Unknown,3,4,5,3,4,2
Sandslash,#0028,Ground,"['Water', 'Grass', 'Ice']","3' 03""",65.0 lbs,Sand Veil,"['male', 'female']",5,6,7,3,4,4
Gyarados,#0130,"['Water', 'Flying']","['Electric', 'Rock']","21' 04""",518.1 lbs,Intimidate,"['male', 'female']",6,8,5,4,6,5
Nymble,#0919,Bug,"['Fire', 'Flying', 'Rock']","0' 08""",2.2 lbs,Swarm,"['male', 'female']",2,3,3,2,2,3
Naclstack,#0933,Rock,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","2' 00""",231.5 lbs,"['Sturdy', 'Purifying Salt']","['male', 'female']",4,4,6,3,4,3
Mareanie,#0747,"['Poison', 'Water']","['Psychic', 'Electric', 'Ground']","1' 04""",17.6 lbs,"['Limber', 'Merciless']","['male', 'female']",3,4,4,3,4,3
Luxray,#0405,Electric,Ground,"4' 07""",92.6 lbs,"['Intimidate', 'Rivalry']","['male', 'female']",5,8,5,6,5,5
Glalie,#0362,Ice,"['Fire', 'Steel', 'Fighting', 'Rock']","4' 11""",565.5 lbs,"['Inner Focus', 'Ice Body']","['male', 'female']",5,5,5,5,5,5
Galvantula,#0596,"['Bug', 'Electric']","['Fire', 'Rock']","2' 07""",31.5 lbs,"['Compound Eyes', 'Unnerve']","['male', 'female']",5,5,4,6,4,7
Hitmonchan,#0107,Fighting,"['Psychic', 'Flying', 'Fairy']","4' 07""",110.7 lbs,"['Keen Eye', 'Iron Fist']",male,3,7,5,3,7,5
Pineco,#0204,Bug,"['Fire', 'Flying', 'Rock']","2' 00""",15.9 lbs,Sturdy,"['male', 'female']",3,4,6,3,3,1
Xerneas,#0716,Fairy,"['Steel', 'Poison']","9' 10""",474.0 lbs,Fairy Aura,"['male', 'female']",8,8,6,8,6,6
Thievul,#0828,Dark,"['Fairy', 'Bug', 'Fighting']","3' 11""",43.9 lbs,"['Run Away', 'Unburden']","['male', 'female']",5,4,4,6,6,6
Zekrom,#0644,"['Dragon', 'Electric']","['Fairy', 'Dragon', 'Ice', 'Ground']","9' 06""",760.6 lbs,Teravolt,Unknown,6,9,8,8,6,6
Cyclizar,#0967,"['Dragon', 'Normal']","['Fairy', 'Ice', 'Fighting', 'Dragon']","5' 03""",138.9 lbs,Shed Skin,"['male', 'female']",5,6,4,5,4,8
Cetoddle,#0974,Ice,"['Fire', 'Steel', 'Fighting', 'Rock']","3' 11""",99.2 lbs,"['Thick Fat', 'Snow Cloak']","['male', 'female']",7,4,3,2,3,3
Boltund,#0836,Electric,Ground,"3' 03""",75.0 lbs,Strong Jaw,"['male', 'female']",5,6,4,6,4,8
Oranguru,#0765,"['Normal', 'Psychic']","['Dark', 'Bug']","4' 11""",167.6 lbs,"['Inner Focus', 'Telepathy']","['male', 'female']",6,4,5,6,7,4
Gengar,#0094,"['Ghost', 'Poison']","['Ghost', 'Dark', 'Psychic', 'Ground']","4' 11""",89.3 lbs,Cursed Body,"['male', 'female']",4,4,4,8,5,7
Melmetal,#0809,Steel,"['Fire', 'Fighting', 'Ground']","8' 02""",1763.7 lbs,Iron Fist,Unknown,8,9,9,5,4,2
Pidgeot,#0018,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","4' 11""",87.1 lbs,"['Keen Eye', 'Tangled Feet']","['male', 'female']",5,5,5,5,5,6
Perrserker,#0863,Steel,"['Fire', 'Fighting', 'Ground']","2' 07""",61.7 lbs,"['Battle Armor', 'Tough Claws']","['male', 'female']",5,7,6,4,3,3
Toxtricity,#0849,"['Electric', 'Poison']","['Psychic', 'Ground']","5' 03""",88.2 lbs,"['Minus', 'Punk Rock']","['male', 'female']",5,6,5,7,5,5
Beheeyem,#0606,Psychic,"['Ghost', 'Dark', 'Bug']","3' 03""",76.1 lbs,"['Synchronize', 'Telepathy']","['male', 'female']",5,5,5,8,6,3
Fletchling,#0661,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","1' 00""",3.7 lbs,Big Pecks,"['male', 'female']",3,3,3,3,3,4
Flabébé,#0669,Fairy,"['Steel', 'Poison']","0' 04""",0.2 lbs,Flower Veil,female,3,3,3,4,5,3
Swablu,#0333,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","1' 04""",2.6 lbs,Natural Cure,"['male', 'female']",3,3,4,3,5,3
Quaxly,#0912,Water,"['Grass', 'Electric']","1' 08""",13.4 lbs,Torrent,"['male', 'female']",4,4,3,3,3,3
Cinccino,#0573,Normal,Fighting,"1' 08""",16.5 lbs,"['Cute Charm', 'Technician']","['male', 'female']",5,6,4,4,4,7
Camerupt,#0323,"['Fire', 'Ground']","['Water', 'Ground']","6' 03""",485.0 lbs,"['Magma Armor', 'Solid Rock']","['male', 'female']",5,6,5,7,5,3
Numel,#0322,"['Fire', 'Ground']","['Water', 'Ground']","2' 04""",52.9 lbs,"['Oblivious', 'Simple']","['male', 'female']",4,4,3,4,3,3
Volcarona,#0637,"['Bug', 'Fire']","['Water', 'Flying', 'Rock']","5' 03""",101.4 lbs,Flame Body,"['male', 'female']",5,4,4,8,7,6
Beautifly,#0267,"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","3' 03""",62.6 lbs,Swarm,"['male', 'female']",4,5,3,6,3,4
Claydol,#0344,"['Ground', 'Psychic']","['Ghost', 'Water', 'Ice', 'Dark', 'Grass', 'Bug']","4' 11""",238.1 lbs,Levitate,Unknown,4,5,7,5,8,5
Cradily,#0346,"['Rock', 'Grass']","['Steel', 'Ice', 'Fighting', 'Bug']","4' 11""",133.2 lbs,Suction Cups,"['male', 'female']",6,5,6,5,7,3
Smeargle,#0235,Normal,Fighting,"3' 11""",127.9 lbs,"['Technician', 'Own Tempo']","['male', 'female']",4,2,3,2,3,5
Steenee,#0762,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","2' 04""",18.1 lbs,"['Oblivious', 'Leaf Guard']",female,4,3,3,3,3,4
Gurdurr,#0533,Fighting,"['Psychic', 'Flying', 'Fairy']","3' 11""",88.2 lbs,"['Guts', 'Sheer Force']","['male', 'female']",5,7,5,3,3,3
Poliwag,#0060,Water,"['Grass', 'Electric']","2' 00""",27.3 lbs,"['Damp', 'Water Absorb']","['male', 'female']",3,3,3,3,3,6
Kyurem,#0646,"['Dragon', 'Ice']","['Steel', 'Fairy', 'Rock', 'Fighting', 'Dragon']","9' 10""",716.5 lbs,Pressure,Unknown,8,8,6,8,6,6
Persian,#0053,Normal,Fighting,"3' 03""",70.5 lbs,"['Technician', 'Limber']","['male', 'female']",4,5,4,4,4,7
Wooloo,#0831,Normal,Fighting,"2' 00""",13.2 lbs,"['Run Away', 'Fluffy']","['male', 'female']",3,3,4,3,3,3
Diancie,#0719,"['Rock', 'Fairy']","['Steel', 'Water', 'Grass', 'Ground']","2' 04""",19.4 lbs,Clear Body,"['male', 'female']",3,6,9,6,9,3
Charizard,#0006,"['Fire', 'Flying']","['Water', 'Electric', 'Rock']","5' 07""",199.5 lbs,Blaze,"['male', 'female']",5,5,5,7,5,6
Florges,#0671,Fairy,"['Steel', 'Poison']","3' 07""",22.0 lbs,Flower Veil,female,5,4,4,7,"['1', '0']",5
Hydreigon,#0635,"['Dark', 'Dragon']","['Fairy', 'Fighting', 'Bug', 'Ice', 'Dragon']","5' 11""",352.7 lbs,Levitate,"['male', 'female']",6,7,6,8,6,6
Silcoon,#0266,Bug,"['Fire', 'Flying', 'Rock']","2' 00""",22.0 lbs,Shed Skin,"['male', 'female']",3,3,4,2,2,1
Starmie,#0121,"['Water', 'Psychic']","['Ghost', 'Dark', 'Grass', 'Electric', 'Bug']","3' 07""",176.4 lbs,"['Natural Cure', 'Illuminate']",Unknown,4,5,5,6,5,7
Binacle,#0688,"['Rock', 'Water']","['Grass', 'Electric', 'Fighting', 'Ground']","1' 08""",68.3 lbs,"['Sniper', 'Tough Claws']","['male', 'female']",3,4,4,3,4,3
Spectrier,#0897,Ghost,"['Ghost', 'Dark']","6' 07""",98.1 lbs,Grim Neigh,Unknown,6,4,4,9,5,8
Spinarak,#0167,"['Bug', 'Poison']","['Fire', 'Psychic', 'Flying', 'Rock']","1' 08""",18.7 lbs,"['Swarm', 'Insomnia']","['male', 'female']",3,4,3,3,3,2
Probopass,#0476,"['Rock', 'Steel']","['Water', 'Fighting', 'Ground']","4' 07""",749.6 lbs,"['Sturdy', 'Magnet Pull']","['male', 'female']",4,4,9,5,9,3
Roselia,#0315,"['Grass', 'Poison']","['Fire', 'Psychic', 'Flying', 'Ice']","1' 00""",4.4 lbs,"['Poison Point', 'Natural Cure']","['male', 'female']",3,4,3,6,5,4
Ivysaur,#0002,"['Grass', 'Poison']","['Fire', 'Psychic', 'Flying', 'Ice']","3' 03""",28.7 lbs,Overgrow,"['male', 'female']",4,4,4,5,5,4
Musharna,#0518,Psychic,"['Ghost', 'Dark', 'Bug']","3' 07""",133.4 lbs,"['Synchronize', 'Forewarn']","['male', 'female']",7,4,5,7,6,2
Minccino,#0572,Normal,Fighting,"1' 04""",12.8 lbs,"['Cute Charm', 'Technician']","['male', 'female']",4,3,3,3,3,5
Manectric,#0310,Electric,Ground,"4' 11""",88.6 lbs,"['Static', 'Lightning Rod']","['male', 'female']",5,5,4,7,4,7
Sandile,#0551,"['Ground', 'Dark']","['Ice', 'Water', 'Fighting', 'Fairy', 'Grass', 'Bug']","2' 04""",33.5 lbs,"['Intimidate', 'Moxie']","['male', 'female']",3,5,3,3,3,4
Stakataka,#0805,"['Rock', 'Steel']","['Water', 'Fighting', 'Ground']","18' 01""",1807.8 lbs,Beast Boost,Unknown,4,8,"['1', '3']",4,6,1
Chatot,#0441,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","1' 08""",4.2 lbs,"['Keen Eye', 'Tangled Feet']","['male', 'female']",5,4,3,6,3,6
Weedle,#0013,"['Bug', 'Poison']","['Fire', 'Psychic', 'Flying', 'Rock']","1' 00""",7.1 lbs,Shield Dust,"['male', 'female']",3,3,2,2,2,3
Cherrim,#0421,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","1' 08""",20.5 lbs,Flower Gift,"['male', 'female']",5,4,5,6,5,5
Purrloin,#0509,Dark,"['Fairy', 'Bug', 'Fighting']","1' 04""",22.3 lbs,"['Limber', 'Unburden']","['male', 'female']",3,3,3,3,3,4
Sprigatito,#0906,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","1' 04""",9.0 lbs,Overgrow,"['male', 'female']",3,4,4,3,3,4
Flygon,#0330,"['Ground', 'Dragon']","['Fairy', 'Ice', 'Dragon']","6' 07""",180.8 lbs,Levitate,"['male', 'female']",5,6,5,5,5,6
Applin,#0840,"['Grass', 'Dragon']","['Flying', 'Ice', 'Dragon', 'Poison', 'Fairy', 'Bug']","0' 08""",1.1 lbs,"['Gluttony', 'Ripen']","['male', 'female']",3,3,5,3,3,2
Hippowdon,#0450,Ground,"['Water', 'Grass', 'Ice']","6' 07""",661.4 lbs,Sand Stream,"['male', 'female']",7,7,7,4,5,3
Dugtrio,#0051,Ground,"['Water', 'Grass', 'Ice']","2' 04""",73.4 lbs,"['Sand Veil', 'Arena Trap']","['male', 'female']",3,6,3,3,5,8
Victini,#0494,"['Psychic', 'Fire']","['Ghost', 'Water', 'Ground', 'Dark', 'Rock']","1' 04""",8.8 lbs,Victory Star,Unknown,6,6,6,6,6,6
Cosmoem,#0790,Psychic,"['Ghost', 'Dark', 'Bug']","0' 04""",2204.4 lbs,Sturdy,Unknown,3,2,8,2,8,3
Elekid,#0239,Electric,Ground,"2' 00""",51.8 lbs,Static,"['male', 'female']",3,4,3,4,4,6
Zebstrika,#0523,Electric,Ground,"5' 03""",175.3 lbs,"['Lightning Rod', 'Motor Drive']","['male', 'female']",5,6,4,5,4,7
Slakoth,#0287,Normal,Fighting,"2' 07""",52.9 lbs,Truant,"['male', 'female']",4,4,4,3,3,2
Grafaiai,#0945,"['Poison', 'Normal']","['Psychic', 'Ground']","2' 04""",60.0 lbs,"['Unburden', 'Poison Touch']","['male', 'female']",4,6,4,5,5,7
Scream Tail,#0985,"['Fairy', 'Psychic']","['Steel', 'Ghost', 'Poison']","3' 11""",17.6 lbs,Protosynthesis,Unknown,7,4,6,4,7,7
Hitmontop,#0237,Fighting,"['Psychic', 'Flying', 'Fairy']","4' 07""",105.8 lbs,"['Intimidate', 'Technician']",male,3,6,6,3,7,5
Scyther,#0123,"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","4' 11""",123.5 lbs,"['Swarm', 'Technician']","['male', 'female']",5,7,5,4,5,7
Starly,#0396,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","1' 00""",4.4 lbs,Keen Eye,"['male', 'female']",3,4,2,2,2,4
Copperajah,#0879,Steel,"['Fire', 'Fighting', 'Ground']","9' 10""",1433.0 lbs,Sheer Force,"['male', 'female']",8,8,5,5,5,2
Volcanion,#0721,"['Fire', 'Water']","['Ground', 'Electric', 'Rock']","5' 07""",429.9 lbs,Water Absorb,Unknown,5,7,8,8,6,5
Farfetch’d,#0083,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","2' 07""",33.1 lbs,"['Keen Eye', 'Inner Focus']","['male', 'female']",4,6,4,4,4,4
Dragapult,#0887,"['Dragon', 'Ghost']","['Ghost', 'Dark', 'Fairy', 'Ice', 'Dragon']","9' 10""",110.2 lbs,"['Clear Body', 'Infiltrator']","['male', 'female']",6,8,5,6,5,9
Kingambit,#0983,"['Dark', 'Steel']","['Fire', 'Fighting', 'Ground']","6' 07""",264.6 lbs,"['Defiant', 'Supreme Overlord']","['male', 'female']",6,8,8,4,5,3
Buneary,#0427,Normal,Fighting,"1' 04""",12.1 lbs,"['Run Away', 'Klutz']","['male', 'female']",4,4,3,3,4,5
Duraludon,#0884,"['Steel', 'Dragon']","['Fighting', 'Ground']","5' 11""",88.2 lbs,"['Light Metal', 'Heavy Metal']","['male', 'female']",5,6,7,3,5,8
Mandibuzz,#0630,"['Dark', 'Flying']","['Fairy', 'Electric', 'Ice', 'Rock']","3' 11""",87.1 lbs,"['Big Pecks', 'Overcoat']",female,7,4,7,4,6,5
Miraidon,#1008,"['Electric', 'Dragon']","['Fairy', 'Ground', 'Ice', 'Dragon']","11' 06""",529.1 lbs,Hadron Engine,Unknown,6,5,6,8,7,8
Relicanth,#0369,"['Water', 'Rock']","['Grass', 'Electric', 'Fighting', 'Ground']","3' 03""",51.6 lbs,"['Rock Head', 'Swift Swim']","['male', 'female']",6,6,8,3,4,4
Wooper,#0194,"['Water', 'Ground']",Grass,"1' 04""",18.7 lbs,"['Damp', 'Water Absorb']","['male', 'female']",4,3,3,2,2,1
Frosmoth,#0873,"['Ice', 'Bug']","['Fire', 'Steel', 'Flying', 'Rock']","4' 03""",92.6 lbs,Shield Dust,"['male', 'female']",5,4,4,8,6,4
Malamar,#0687,"['Dark', 'Psychic']","['Fairy', 'Bug']","4' 11""",103.6 lbs,"['Suction Cups', 'Contrary']","['male', 'female']",6,6,6,4,5,5
Lotad,#0270,"['Water', 'Grass']","['Flying', 'Bug', 'Poison']","1' 08""",5.7 lbs,"['Swift Swim', 'Rain Dish']","['male', 'female']",3,2,2,3,3,2
Axew,#0610,Dragon,"['Fairy', 'Ice', 'Dragon']","2' 00""",39.7 lbs,"['Rivalry', 'Mold Breaker']","['male', 'female']",3,6,4,2,3,4
Milcery,#0868,Fairy,"['Steel', 'Poison']","0' 08""",0.7 lbs,Sweet Veil,female,3,3,3,4,2,3
Glastrier,#0896,Ice,"['Fire', 'Steel', 'Fighting', 'Rock']","7' 03""",1763.7 lbs,Chilling Neigh,Unknown,6,9,8,4,7,2
Crustle,#0558,"['Bug', 'Rock']","['Steel', 'Water', 'Rock']","4' 07""",440.9 lbs,"['Sturdy', 'Shell Armor']","['male', 'female']",5,7,8,4,5,3
Bonsly,#0438,Rock,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","1' 08""",33.1 lbs,"['Rock Head', 'Sturdy']","['male', 'female']",3,5,6,1,3,1
Fomantis,#0753,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","1' 00""",3.3 lbs,Leaf Guard,"['male', 'female']",3,4,3,3,3,3
Ferroseed,#0597,"['Grass', 'Steel']","['Fire', 'Fighting']","2' 00""",41.4 lbs,Iron Barbs,"['male', 'female']",3,3,6,2,6,1
Illumise,#0314,Bug,"['Fire', 'Flying', 'Rock']","2' 00""",39.0 lbs,"['Tinted Lens', 'Oblivious']",female,4,3,5,5,5,5
Lucario,#0448,"['Fighting', 'Steel']","['Fire', 'Fighting', 'Ground']","3' 11""",119.0 lbs,"['Inner Focus', 'Steadfast']","['male', 'female']",5,7,5,7,5,6
Tympole,#0535,Water,"['Grass', 'Electric']","1' 08""",9.9 lbs,"['Hydration', 'Swift Swim']","['male', 'female']",3,3,3,3,3,4
Greedent,#0820,Normal,Fighting,"2' 00""",13.2 lbs,Cheek Pouch,"['male', 'female']",8,6,6,4,5,2
Machamp,#0068,Fighting,"['Psychic', 'Flying', 'Fairy']","5' 03""",286.6 lbs,"['Guts', 'No Guard']","['male', 'female']",6,8,5,4,5,4
Regice,#0378,Ice,"['Fire', 'Steel', 'Fighting', 'Rock']","5' 11""",385.8 lbs,Clear Body,Unknown,5,3,6,6,"['1', '2']",3
Sandygast,#0769,"['Ghost', 'Ground']","['Ghost', 'Dark', 'Grass', 'Water', 'Ice']","1' 08""",154.3 lbs,Water Compaction,"['male', 'female']",4,4,5,5,3,1
Wormadam,#0413,"['Bug', 'Grass']","['Fire', 'Flying', 'Ice', 'Poison', 'Rock', 'Bug']","1' 08""",14.3 lbs,Anticipation,female,4,4,5,5,7,3
Grumpig,#0326,Psychic,"['Ghost', 'Dark', 'Bug']","2' 11""",157.6 lbs,"['Own Tempo', 'Thick Fat']","['male', 'female']",5,3,4,6,7,5
Vaporeon,#0134,Water,"['Grass', 'Electric']","3' 03""",63.9 lbs,Water Absorb,"['male', 'female']",8,4,4,7,6,4
Azelf,#0482,Psychic,"['Ghost', 'Dark', 'Bug']","1' 00""",0.7 lbs,Levitate,Unknown,5,8,5,8,5,7
Iron Bundle,#0991,"['Ice', 'Water']","['Grass', 'Electric', 'Fighting', 'Rock']","2' 00""",24.3 lbs,Quark Drive,Unknown,4,5,7,8,4,8
Sneasel,#0215,"['Dark', 'Ice']","['Steel', 'Fire', 'Fighting', 'Rock', 'Fairy', 'Bug']","2' 11""",61.7 lbs,"['Keen Eye', 'Inner Focus']","['male', 'female']",4,6,4,3,5,7
Aipom,#0190,Normal,Fighting,"2' 07""",25.4 lbs,"['Run Away', 'Pickup']","['male', 'female']",4,5,4,3,4,5
Poipole,#0803,Poison,"['Psychic', 'Ground']","2' 00""",4.0 lbs,Beast Boost,Unknown,4,5,4,5,4,5
Duosion,#0578,Psychic,"['Ghost', 'Dark', 'Bug']","2' 00""",17.6 lbs,"['Magic Guard', 'Overcoat']","['male', 'female']",4,3,3,8,4,2
Pincurchin,#0871,Electric,Ground,"1' 00""",2.2 lbs,Lightning Rod,"['male', 'female']",3,6,6,6,5,1
Yungoos,#0734,Normal,Fighting,"1' 04""",13.2 lbs,"['Strong Jaw', 'Stakeout']","['male', 'female']",3,5,2,2,2,3
Druddigon,#0621,Dragon,"['Fairy', 'Ice', 'Dragon']","5' 03""",306.4 lbs,"['Rough Skin', 'Sheer Force']","['male', 'female']",5,8,6,4,6,3
Typhlosion,#0157,Fire,"['Water', 'Ground', 'Rock']","5' 07""",175.3 lbs,Blaze,"['male', 'female']",5,5,5,7,5,6
Skiddo,#0672,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","2' 11""",68.3 lbs,Sap Sipper,"['male', 'female']",4,4,3,4,4,4
Ledian,#0166,"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","4' 07""",78.5 lbs,"['Swarm', 'Early Bird']","['male', 'female']",4,3,3,4,7,5
Kangaskhan,#0115,Normal,Fighting,"7' 03""",176.4 lbs,"['Early Bird', 'Scrappy']",female,7,6,5,3,5,6
Blacephalon,#0806,"['Fire', 'Ghost']","['Water', 'Ghost', 'Ground', 'Dark', 'Rock']","5' 11""",28.7 lbs,Beast Boost,Unknown,4,8,4,9,5,7
Cloyster,#0091,"['Water', 'Ice']","['Grass', 'Electric', 'Fighting', 'Rock']","4' 11""",292.1 lbs,"['Shell Armor', 'Skill Link']","['male', 'female']",3,6,"['1', '1']",5,3,5
Brambleghast,#0947,"['Grass', 'Ghost']","['Ghost', 'Fire', 'Flying', 'Dark', 'Ice']","3' 11""",13.2 lbs,Wind Rider,"['male', 'female']",4,7,5,5,5,6
